sentiment,confidence,image_url
Neutral,0.6641,http://farm1.static.flickr.com/10/11399923_c110bbd82c.jpg
Positive,0.6763,http://farm3.static.flickr.com/2233/2122232394_0322435950.jpg
Negative,0.3424,http://farm3.static.flickr.com/2075/2210817729_98ebedc8bd.jpg
Positive,1.0,http://farm3.static.flickr.com/2299/2409275824_2ec1d066bb.jpg
Positive,1.0,http://farm3.static.flickr.com/2393/2523958808_d5efa20f6c.jpg
Neutral,0.6584,http://farm3.static.flickr.com/2191/2058760481_646bb17524.jpg
Positive,1.0,http://farm1.static.flickr.com/32/58521687_809d2e62b0.jpg
Positive,1.0,http://farm1.static.flickr.com/42/83634525_822649aaaf.jpg
Negative,0.668,http://farm1.static.flickr.com/144/394609094_22bf225674.jpg
Positive,1.0,http://farm1.static.flickr.com/176/439875011_4614eb1dc9.jpg
Negative,1.0,http://farm3.static.flickr.com/2046/2210937493_1489fbc0f9.jpg
Negative,1.0,http://farm3.static.flickr.com/2339/2475738115_8c7f1c2a39.jpg
Positive,1.0,http://farm2.static.flickr.com/1440/1238777784_4ab3e22bf4.jpg
Positive,1.0,http://farm2.static.flickr.com/1197/525891455_d59347cccf.jpg
Neutral,0.6554,http://farm1.static.flickr.com/220/500152571_b0350a1e6b.jpg
Positive,0.6644,http://farm3.static.flickr.com/2202/2093877194_3a3630f133.jpg
Positive,1.0,http://farm3.static.flickr.com/2075/2124849492_e4ca88604b.jpg
Positive,1.0,http://farm1.static.flickr.com/143/404134055_6923225984.jpg
Negative,1.0,http://farm3.static.flickr.com/2020/1802621530_f2db5e1373.jpg
Negative,0.3377,http://farm3.static.flickr.com/2281/2068616219_b262a209e6.jpg
Positive,0.6711,http://farm4.static.flickr.com/3093/2608769166_bdcecd5a9b.jpg
Negative,0.341,http://farm2.static.flickr.com/1177/1164056049_675219ff54.jpg
Positive,0.6655,http://farm2.static.flickr.com/1124/1469488001_35825a80fd.jpg
Positive,0.662,http://farm3.static.flickr.com/2050/1659435851_d6cfbd8158.jpg
Positive,0.6712,http://farm3.static.flickr.com/2301/2627187655_4afdfd1fbd.jpg
Negative,0.6705,http://farm3.static.flickr.com/2151/2098110378_607fce6cb4.jpg
Positive,0.6597,http://farm3.static.flickr.com/2150/2028157762_6da91d7323.jpg
Positive,0.6822,http://farm1.static.flickr.com/5/4738231_368d638972.jpg
Positive,0.6646,http://farm1.static.flickr.com/52/148694094_624a76b193.jpg
Positive,0.6679,http://farm4.static.flickr.com/3009/2575488338_3b03d5b4bd.jpg
Negative,0.6761,http://farm4.static.flickr.com/3182/2329665970_39c6bf37f7.jpg
Positive,0.3349,http://farm2.static.flickr.com/1163/1337879445_67b9c4b55c.jpg
Positive,0.6712,http://farm4.static.flickr.com/3040/2554410295_15dbe7e22c.jpg
Neutral,0.6618,http://farm3.static.flickr.com/2322/2465584053_88562bcd59.jpg
Positive,0.6725,http://farm1.static.flickr.com/57/198875733_018625096d.jpg
Negative,0.6632,http://farm1.static.flickr.com/208/497491400_c698d0dc35.jpg
Positive,1.0,http://farm2.static.flickr.com/1374/1352705844_f2df69c61c.jpg
Positive,0.6724,http://farm1.static.flickr.com/104/253007205_2722cc23ae.jpg
Negative,1.0,http://farm1.static.flickr.com/176/476109819_76af09727d.jpg
Negative,0.3413,http://farm1.static.flickr.com/71/197076126_f03a1a7dd6.jpg
Neutral,0.6644,http://farm2.static.flickr.com/1375/650691184_053db337a0.jpg
Positive,0.6668,http://farm4.static.flickr.com/3291/2443330867_830d36c097.jpg
Negative,0.6706,http://farm1.static.flickr.com/38/105810466_5860f39514.jpg
Positive,1.0,http://farm2.static.flickr.com/1118/637620299_1c730f548e.jpg
Neutral,0.6638,http://farm2.static.flickr.com/1051/1130820674_ebc78d68d2.jpg
Positive,0.3383,http://farm3.static.flickr.com/2385/2105054122_3c3daa779d.jpg
Positive,1.0,http://farm1.static.flickr.com/187/454876977_4f71365987.jpg
Positive,1.0,http://farm4.static.flickr.com/3087/2728487708_e370975944.jpg
Positive,1.0,http://farm1.static.flickr.com/251/449866352_a0aea0f912.jpg
Positive,0.6629,http://farm1.static.flickr.com/224/457970342_a16105b987.jpg
Positive,0.6653,http://farm1.static.flickr.com/153/336310784_a38d60a413.jpg
Positive,0.6691,http://farm1.static.flickr.com/39/78294670_5288bbc578.jpg
Neutral,0.6601,http://farm1.static.flickr.com/135/424490054_a5d84a138e.jpg
Positive,0.6644,http://farm1.static.flickr.com/148/348137126_55aada9141.jpg
Positive,0.6676,http://farm1.static.flickr.com/51/119176265_a02afcd53f.jpg
Negative,0.6622,http://farm2.static.flickr.com/1094/561306881_bcc24bc897.jpg
Positive,0.3421,http://farm1.static.flickr.com/135/364806386_c596e94b17.jpg
Positive,1.0,http://farm2.static.flickr.com/1290/1072326450_5982614171.jpg
Highly positive,0.6692,http://farm3.static.flickr.com/2003/2091084140_1e340de772.jpg
Positive,0.663,http://farm1.static.flickr.com/128/407505299_4910d897f5.jpg
Positive,0.6612,http://farm1.static.flickr.com/28/92149265_600c4a59a1.jpg
Negative,0.6648,http://farm1.static.flickr.com/77/211343714_17f8376749.jpg
Positive,1.0,http://farm1.static.flickr.com/7/7204781_a04dd2d9b3.jpg
Positive,1.0,http://farm1.static.flickr.com/74/229126912_da7baa24e2.jpg
Positive,1.0,http://farm1.static.flickr.com/49/128912886_31c61461af.jpg
Positive,0.6666,http://farm4.static.flickr.com/3071/2335798508_aa19f97cb9.jpg
Positive,1.0,http://farm1.static.flickr.com/55/140848595_98a8258201.jpg
Positive,0.6639,http://farm1.static.flickr.com/121/294148717_d3188f0900.jpg
Positive,1.0,http://farm1.static.flickr.com/41/124039910_394c83c63d.jpg
Positive,1.0,http://farm2.static.flickr.com/1128/532654416_0ad3571310.jpg
Positive,1.0,http://farm1.static.flickr.com/183/407559864_bb9b1fb04d.jpg
Positive,1.0,http://farm1.static.flickr.com/12/90649887_f999d6bc55.jpg
Positive,1.0,http://farm4.static.flickr.com/3230/2744961959_7781307c3e.jpg
Positive,1.0,http://farm1.static.flickr.com/41/102378511_8d3f66c452.jpg
Neutral,0.6602,http://farm2.static.flickr.com/1287/1020736899_42dc3a08ba.jpg
Positive,0.6691,http://farm1.static.flickr.com/49/153450380_64789fd620.jpg
Positive,1.0,http://farm1.static.flickr.com/44/149550544_5071caedaf.jpg
Negative,0.3387,http://farm1.static.flickr.com/184/439487432_f26daf15f6.jpg
Neutral,0.6585,http://farm1.static.flickr.com/38/123540091_5262fab72c.jpg
Positive,1.0,http://farm1.static.flickr.com/29/64098298_c66cd7a668.jpg
Neutral,0.6617,http://farm2.static.flickr.com/1073/1473617154_1b03b82b1b.jpg
Positive,1.0,http://farm1.static.flickr.com/63/161473185_97ea632a97.jpg
Positive,0.6657,http://farm1.static.flickr.com/231/482359779_336cb053d9.jpg
Positive,0.6639,http://farm2.static.flickr.com/1406/1458784792_1e11ad7d75.jpg
Positive,1.0,http://farm1.static.flickr.com/54/142959491_2aec30ee69.jpg
Highly positive,0.3458,http://farm1.static.flickr.com/190/476843542_8b65982422.jpg
Positive,0.6717,http://farm1.static.flickr.com/50/106572372_a627e822df.jpg
Positive,1.0,http://farm3.static.flickr.com/2320/2278551818_f0f77e3064.jpg
Negative,0.6648,http://farm1.static.flickr.com/118/268800400_56454ac9b5.jpg
Positive,0.6686,http://farm2.static.flickr.com/1342/1088402236_086fa7c2d1.jpg
Positive,0.6713,http://farm1.static.flickr.com/73/188293207_7a393d36f1.jpg
Highly positive,0.6704,http://farm4.static.flickr.com/3195/2596930159_3e79334c30.jpg
Positive,0.673,http://farm1.static.flickr.com/188/408320039_5eed4823d7.jpg
Positive,1.0,http://farm1.static.flickr.com/64/222730170_22928b38cd.jpg
Positive,1.0,http://farm1.static.flickr.com/65/179449244_b46d27b092.jpg
Positive,0.6643,http://farm1.static.flickr.com/84/242260284_45713d57f5.jpg
Positive,0.6624,http://farm3.static.flickr.com/2188/2154671456_0af1083550.jpg
Positive,0.6615,http://farm1.static.flickr.com/17/23367291_3ced81b65e.jpg
Negative,1.0,http://farm1.static.flickr.com/73/197441020_efaeab6122.jpg
Highly positive,0.6675,http://farm4.static.flickr.com/3194/2530693851_5361af58b6.jpg
Positive,1.0,http://farm1.static.flickr.com/246/447827844_f00e89a49e.jpg
Positive,1.0,http://farm1.static.flickr.com/80/211241051_bd12b61512.jpg
Positive,1.0,http://farm1.static.flickr.com/59/198233180_d4d17eb4c4.jpg
Neutral,0.6611,http://farm1.static.flickr.com/80/282762674_19c628bab9.jpg
Positive,1.0,http://farm3.static.flickr.com/2345/2100170155_979317f535.jpg
Positive,0.6828,http://farm3.static.flickr.com/2255/2267806604_71bbba9943.jpg
Positive,1.0,http://farm1.static.flickr.com/95/244351555_7a10b93dbd.jpg
Positive,0.6674,http://farm1.static.flickr.com/151/415457616_38b2781456.jpg
Neutral,0.67,http://farm1.static.flickr.com/121/309592467_36c928f081.jpg
Positive,1.0,http://farm1.static.flickr.com/100/293239195_2602b15dba.jpg
Positive,1.0,http://farm1.static.flickr.com/29/44565259_76c4a0967f.jpg
Positive,0.6634,http://farm1.static.flickr.com/26/94028462_7eb70d1961.jpg
Highly negative,0.336,http://farm4.static.flickr.com/3277/2547364871_1ec0b45ebd.jpg
Neutral,0.6678,http://farm1.static.flickr.com/71/201751085_601d17cf8f.jpg
Positive,1.0,http://farm4.static.flickr.com/3136/2703903077_fb2c604032.jpg
Positive,0.6681,http://farm1.static.flickr.com/24/88751047_795dd72fae.jpg
Positive,0.6675,http://farm2.static.flickr.com/1241/1316598851_62119d8c50.jpg
Positive,1.0,http://farm3.static.flickr.com/2353/2162209068_c233d708c5.jpg
Neutral,0.6645,http://farm2.static.flickr.com/1352/1177723137_aca17dadbf.jpg
Neutral,0.6635,http://farm1.static.flickr.com/17/21308288_275186961a.jpg
Negative,0.3385,http://farm2.static.flickr.com/1063/1412460639_1251ad22a5.jpg
Neutral,1.0,http://farm2.static.flickr.com/1186/620466356_c35a6f4935.jpg
Negative,0.3342,http://farm1.static.flickr.com/155/429200713_05980b6a7d.jpg
Positive,0.6672,http://farm3.static.flickr.com/2395/2331130491_b51321d496.jpg
Positive,0.67,http://farm2.static.flickr.com/1410/1306701392_e75f31af34.jpg
Positive,0.6658,http://farm1.static.flickr.com/163/365244024_0c4df0a16b.jpg
Positive,0.6727,http://farm3.static.flickr.com/2089/2099825061_cf0dc0e425.jpg
Negative,0.3382,http://farm3.static.flickr.com/2052/2142116608_ed5dbe98cb.jpg
Neutral,0.6619,http://farm3.static.flickr.com/2330/1499823698_496ae7f2bb.jpg
Positive,1.0,http://farm1.static.flickr.com/23/41466306_83fb8ee627.jpg
Positive,1.0,http://farm3.static.flickr.com/2100/2233674072_a414e5e81f.jpg
Positive,1.0,http://farm1.static.flickr.com/52/145458778_fe18659d26.jpg
Highly negative,0.3342,http://farm1.static.flickr.com/188/454415676_f3cb8f8e1f.jpg
Negative,0.6739,http://farm1.static.flickr.com/187/403428208_bf09ba2b27.jpg
Negative,1.0,http://farm1.static.flickr.com/1/3973827_e1f80b9fb5.jpg
Negative,1.0,http://farm2.static.flickr.com/1271/1186789736_f28eeff43c.jpg
Negative,1.0,http://farm1.static.flickr.com/185/412593432_6c6d39e435.jpg
Negative,0.6645,http://farm1.static.flickr.com/95/233313319_ad67c5b114.jpg
Negative,1.0,http://farm1.static.flickr.com/1/2201996_05f75204ca.jpg
Neutral,1.0,http://farm1.static.flickr.com/209/445524894_a773bb8cd7.jpg
Neutral,0.6645,http://farm2.static.flickr.com/1223/1468459783_50766b2385.jpg
Positive,0.6672,http://farm1.static.flickr.com/45/112454292_0b4363162b.jpg
Positive,0.6704,http://farm1.static.flickr.com/117/287114178_f2892aee14.jpg
Neutral,0.6571,http://farm2.static.flickr.com/1373/1441458863_3cc9f17c4e.jpg
Neutral,1.0,http://farm1.static.flickr.com/16/20361313_b04da511e8.jpg
Negative,0.6667,http://farm4.static.flickr.com/3293/2480522405_22691f0558.jpg
Positive,1.0,http://farm3.static.flickr.com/2359/2100712486_de72dce0af.jpg
Negative,0.6698,http://farm4.static.flickr.com/3245/2468682494_1507462af0.jpg
Neutral,0.671,http://farm3.static.flickr.com/2282/2272812509_e97ebb2d9c.jpg
Negative,0.6692,http://farm3.static.flickr.com/2339/2308577246_8666f34154.jpg
Neutral,0.6649,http://farm3.static.flickr.com/2010/2119343124_9cca850ec2.jpg
Negative,0.671,http://farm4.static.flickr.com/3033/2327679492_bb862fb2cb.jpg
Positive,0.6741,http://farm3.static.flickr.com/2264/1579464015_2a3727ef50.jpg
Positive,0.3353,http://farm3.static.flickr.com/2219/2304098187_5107473fed.jpg
Positive,1.0,http://farm3.static.flickr.com/2070/2121362946_fc8553605d.jpg
Positive,0.3385,http://farm2.static.flickr.com/1256/1167791480_e651519dd7.jpg
Negative,0.6765,http://farm1.static.flickr.com/68/202230580_46b3ee0259.jpg
Negative,1.0,http://farm1.static.flickr.com/206/498044059_ffc9ca3ed5.jpg
Positive,0.6779,http://farm4.static.flickr.com/3091/2327325290_53e380b277.jpg
Neutral,0.665,http://farm3.static.flickr.com/2115/2389808566_4df9304775.jpg
Highly positive,0.666,http://farm1.static.flickr.com/42/88285434_0043d00973.jpg
Negative,0.66,http://farm3.static.flickr.com/2273/2278775529_22fa73fbe1.jpg
Positive,0.3379,http://farm2.static.flickr.com/1389/764620404_caf3a003a6.jpg
Positive,0.6667,http://farm3.static.flickr.com/2088/2055585268_1f2fca0b97.jpg
Positive,0.683,http://farm3.static.flickr.com/2069/2190089934_701e6c9bf2.jpg
Highly negative,0.3386,http://farm3.static.flickr.com/2118/2525632804_a991559d3c.jpg
Positive,1.0,http://farm3.static.flickr.com/2087/2287441186_341cc7bf9c.jpg
Neutral,0.6614,http://farm4.static.flickr.com/3236/2596320371_dfab9ee30d.jpg
Negative,0.6643,http://farm1.static.flickr.com/120/299380486_a778e7b9af.jpg
Positive,0.667,http://farm3.static.flickr.com/2049/1494120611_603a65687e.jpg
Negative,1.0,http://farm1.static.flickr.com/55/266705916_bc8eaf4e10.jpg
Neutral,0.6704,http://farm2.static.flickr.com/1050/530569886_33fd405395.jpg
Positive,0.6744,http://farm3.static.flickr.com/2038/2237894223_4231140df2.jpg
Negative,0.6763,http://farm1.static.flickr.com/36/87081592_a632f8edda.jpg
Positive,0.6656,http://farm1.static.flickr.com/25/91312620_99c46d36a4.jpg
Positive,0.6674,http://farm2.static.flickr.com/1180/1099820500_d790e44e4a.jpg
Negative,1.0,http://farm3.static.flickr.com/2075/2171998417_14cd33615a.jpg
Positive,1.0,http://farm1.static.flickr.com/88/219328319_7db31f693a.jpg
Neutral,1.0,http://farm1.static.flickr.com/135/358528417_a38ffae5e1.jpg
Negative,0.6616,http://farm3.static.flickr.com/2043/2277451227_6aa17ff204.jpg
Negative,0.6616,http://farm3.static.flickr.com/2269/1895128416_7317ec9721.jpg
Neutral,0.6666,http://farm3.static.flickr.com/2049/2117977943_5109d8e7e9.jpg
Neutral,0.6699,http://farm4.static.flickr.com/3048/2691954245_3f580f11d3.jpg
Neutral,0.6685,http://farm1.static.flickr.com/40/123764060_8cc809ef2b.jpg
Neutral,0.6642,http://farm1.static.flickr.com/178/391059278_f88ea17dfd.jpg
Neutral,0.6545,http://farm2.static.flickr.com/1249/1403384989_f30d39a0e5.jpg
Negative,0.3356,http://farm3.static.flickr.com/2163/2178903439_c6f11b2a07.jpg
Neutral,0.6592,http://farm1.static.flickr.com/54/150479376_f02527fc65.jpg
Negative,0.6732,http://farm1.static.flickr.com/20/73377631_199598740c.jpg
Negative,1.0,http://farm4.static.flickr.com/3255/2475655709_bb525b886c.jpg
Negative,0.3346,http://farm3.static.flickr.com/2234/2250019399_b867961dfc.jpg
Positive,1.0,http://farm1.static.flickr.com/189/442346942_e1db31c655.jpg
Neutral,0.6674,http://farm4.static.flickr.com/3260/2502878522_ccc8a65e86.jpg
Negative,0.6688,http://farm1.static.flickr.com/141/360241514_8eb5dbead2.jpg
Positive,0.6642,http://farm3.static.flickr.com/2100/1522579712_b2d26f9fd3.jpg
Positive,1.0,http://farm1.static.flickr.com/6/5832255_e94fc970c0.jpg
Positive,0.6672,http://farm1.static.flickr.com/220/485463973_3b774a0095.jpg
Negative,0.6607,http://farm4.static.flickr.com/3073/2407437996_56423e58bb.jpg
Positive,1.0,http://farm4.static.flickr.com/3159/2700938837_d67a833ca6.jpg
Highly positive,0.338,http://farm2.static.flickr.com/1350/1239932363_6058042405.jpg
Positive,0.6804,http://farm1.static.flickr.com/69/187199281_220ce411a7.jpg
Positive,0.6656,http://farm1.static.flickr.com/168/385142908_f5613f9191.jpg
Positive,1.0,http://farm1.static.flickr.com/13/91921388_b14ac510f7.jpg
Positive,0.6538,http://farm1.static.flickr.com/167/485184466_0ab388d6bd.jpg
Positive,0.6652,http://farm1.static.flickr.com/117/286771544_d8f64b000c.jpg
Positive,1.0,http://farm1.static.flickr.com/55/188631097_38d0ff3075.jpg
Positive,1.0,http://farm1.static.flickr.com/169/395180696_b0c1a52d4b.jpg
Positive,0.6689,http://farm1.static.flickr.com/46/133343054_3ab64f6809.jpg
Negative,0.3408,http://farm3.static.flickr.com/2169/2335643385_1f7206f862.jpg
Negative,0.6579,http://farm3.static.flickr.com/2386/1722870718_6a79464314.jpg
Positive,0.6717,http://farm3.static.flickr.com/2274/1536985149_7165b21714.jpg
Positive,0.6658,http://farm2.static.flickr.com/1026/1329088535_3c5c5e62af.jpg
Positive,0.6697,http://farm3.static.flickr.com/2125/2119354680_03449bed0d.jpg
Negative,0.6709,http://farm1.static.flickr.com/225/506494205_9419c9ae34.jpg
Positive,1.0,http://farm3.static.flickr.com/2397/2530561861_26806922f0.jpg
Positive,0.6785,http://farm4.static.flickr.com/3293/2720360546_2f6f794fba.jpg
Positive,0.3375,http://farm4.static.flickr.com/3274/2341771100_f628ac24eb.jpg
Positive,0.661,http://farm1.static.flickr.com/157/365727643_70bec45c74.jpg
Positive,1.0,http://farm1.static.flickr.com/89/245181608_affaaf3df6.jpg
Neutral,0.6615,http://farm1.static.flickr.com/219/463010862_d9d3c1c7f3.jpg
Positive,1.0,http://farm1.static.flickr.com/69/197994350_994a2d075d.jpg
Neutral,0.3356,http://farm4.static.flickr.com/3056/2610734167_4da0e8e7e9.jpg
Positive,1.0,http://farm4.static.flickr.com/3008/2700695708_b5f8e7b761.jpg
Negative,0.6596,http://farm3.static.flickr.com/2094/2074193802_e2bedfd704.jpg
Negative,0.3381,http://farm3.static.flickr.com/2090/2343526921_8de13ab695.jpg
Positive,1.0,http://farm1.static.flickr.com/18/70155526_65aef1c22d.jpg
Negative,0.3402,http://farm4.static.flickr.com/3015/2715251667_1112826612.jpg
Positive,1.0,http://farm1.static.flickr.com/23/27874837_65bbfced4d.jpg
Positive,0.6626,http://farm1.static.flickr.com/58/211630428_b46f7e3dd9.jpg
Neutral,0.6641,http://farm3.static.flickr.com/2388/2232428502_5aa9ba6b6d.jpg
Positive,0.6638,http://farm3.static.flickr.com/2262/2234197073_869d5b9165.jpg
Positive,0.6687,http://farm1.static.flickr.com/144/321795535_bbe04df049.jpg
Positive,1.0,http://farm4.static.flickr.com/3295/2493412567_0c892a5891.jpg
Positive,0.3411,http://farm1.static.flickr.com/123/318186654_d430305133.jpg
Positive,1.0,http://farm2.static.flickr.com/1405/1287362363_5f7ddef01d.jpg
Neutral,0.6636,http://farm3.static.flickr.com/2124/2249911857_f73cbbe519.jpg
Neutral,0.6602,http://farm1.static.flickr.com/165/384895327_7e7ac04aa0.jpg
Positive,0.6692,http://farm3.static.flickr.com/2220/2304045452_315edc198c.jpg
Positive,1.0,http://farm1.static.flickr.com/90/258251043_a684474ceb.jpg
Positive,1.0,http://farm2.static.flickr.com/1139/1357888250_0efd100930.jpg
Positive,0.6613,http://farm2.static.flickr.com/1333/760055249_e109c8fd78.jpg
Positive,1.0,http://farm4.static.flickr.com/3267/2535117479_e0a9e2dc06.jpg
Positive,1.0,http://farm1.static.flickr.com/187/453154687_71a0b72fb3.jpg
Positive,0.6707,http://farm3.static.flickr.com/2407/2163914098_8b6c861e46.jpg
Negative,1.0,http://farm2.static.flickr.com/1256/1334433439_f3276b798e.jpg
Neutral,1.0,http://farm1.static.flickr.com/46/176697559_f9b998f222.jpg
Positive,1.0,http://farm3.static.flickr.com/2119/1634795359_f6490eb8de.jpg
Negative,0.3367,http://farm1.static.flickr.com/84/249017519_c9bbc2271a.jpg
Highly negative,0.6632,http://farm4.static.flickr.com/3218/2291493759_8d74873800.jpg
Positive,0.6558,http://farm1.static.flickr.com/96/281180851_0e3cdc4d16.jpg
Positive,0.3403,http://farm1.static.flickr.com/111/284392828_4b49231326.jpg
Neutral,0.6659,http://farm3.static.flickr.com/2323/2269127906_d14e377bf3.jpg
Neutral,0.6644,http://farm3.static.flickr.com/2119/2412239261_2b6e2dfaa9.jpg
Negative,1.0,http://farm3.static.flickr.com/2277/2530286889_28f9abfb1a.jpg
Neutral,0.6539,http://farm1.static.flickr.com/73/213765486_4861437fba.jpg
Positive,1.0,http://farm2.static.flickr.com/1214/830892907_65198c4e40.jpg
Positive,0.3359,http://farm3.static.flickr.com/2222/2184752077_34a5113ca4.jpg
Positive,1.0,http://farm4.static.flickr.com/3291/2534705543_84d04940af.jpg
Neutral,0.665,http://farm2.static.flickr.com/1402/1043750594_95e256da23.jpg
Positive,0.6616,http://farm4.static.flickr.com/3177/2494821557_5ba9a0c941.jpg
Negative,0.6762,http://farm1.static.flickr.com/153/380570891_80b593933c.jpg
Negative,0.3388,http://farm3.static.flickr.com/2340/2050649054_81d63fd784.jpg
Positive,0.6666,http://farm1.static.flickr.com/222/507403881_530059d024.jpg
Neutral,0.6655,http://farm1.static.flickr.com/55/124832509_7c6edc5279.jpg
Positive,0.3369,http://farm3.static.flickr.com/2183/2106700447_312a641356.jpg
Positive,0.6728,http://farm3.static.flickr.com/2349/2177435349_e60f9d3b3e.jpg
Positive,0.6643,http://farm1.static.flickr.com/198/506558296_c28efbf7cc.jpg
Positive,1.0,http://farm4.static.flickr.com/3210/2600037441_2077186be1.jpg
Negative,0.67,http://farm2.static.flickr.com/1128/699809359_631c4c294a.jpg
Positive,0.6644,http://farm3.static.flickr.com/2327/2179060105_ab5181f1b5.jpg
Negative,0.3358,http://farm3.static.flickr.com/2361/2320939611_34eea4e26d.jpg
Neutral,0.6681,http://farm3.static.flickr.com/2050/2051392643_a346647c17.jpg
Positive,1.0,http://farm4.static.flickr.com/3097/2555280039_f71bc1508b.jpg
Neutral,0.6606,http://farm3.static.flickr.com/2199/2086281978_ea2ae96eb7.jpg
Positive,1.0,http://farm1.static.flickr.com/52/176737777_2ec1bbe29b.jpg
Positive,0.6696,http://farm3.static.flickr.com/2018/1879035209_52ec22e4b0.jpg
Neutral,0.665,http://farm1.static.flickr.com/19/97582158_c8bc79d3fd.jpg
Positive,0.6773,http://farm1.static.flickr.com/1/125322289_5ceb9ec5b6.jpg
Neutral,0.6775,http://farm1.static.flickr.com/30/47839987_e795f2607d.jpg
Positive,0.6671,http://farm3.static.flickr.com/2229/2497582566_4290716c9a.jpg
Positive,1.0,http://farm2.static.flickr.com/1236/751121581_5ae74fa1a8.jpg
Positive,1.0,http://farm3.static.flickr.com/2123/2132862084_ff1ec8732c.jpg
Positive,0.6614,http://farm4.static.flickr.com/3150/2355526334_c4a49ed671.jpg
Neutral,0.6739,http://farm1.static.flickr.com/52/146667393_14f41cc805.jpg
Positive,0.6652,http://farm4.static.flickr.com/3043/2521055956_96d6bcdc3f.jpg
Negative,0.6653,http://farm4.static.flickr.com/3175/2596867019_5d1a487a45.jpg
Positive,0.6679,http://farm2.static.flickr.com/1046/1479632502_c609102315.jpg
Positive,0.6735,http://farm1.static.flickr.com/171/418549253_cea3109847.jpg
Neutral,0.664,http://farm3.static.flickr.com/2087/1834288369_3ce33421e5.jpg
Negative,1.0,http://farm3.static.flickr.com/2108/1840628783_316c4e523a.jpg
Positive,0.6716,http://farm1.static.flickr.com/231/491354717_5a4a49a257.jpg
Positive,1.0,http://farm3.static.flickr.com/2363/2357643825_75ffe83f76.jpg
Positive,1.0,http://farm1.static.flickr.com/185/370168016_ae304c9bbe.jpg
Positive,1.0,http://farm1.static.flickr.com/29/58074028_60a562ea0d.jpg
Positive,1.0,http://farm2.static.flickr.com/1120/1403349730_854f9d774b.jpg
Positive,1.0,http://farm1.static.flickr.com/51/158481920_b2999bc331.jpg
Positive,1.0,http://farm1.static.flickr.com/155/391643368_0bc4532bb7.jpg
Positive,0.6725,http://farm3.static.flickr.com/2030/2212167288_7f68186ed7.jpg
Neutral,0.6654,http://farm1.static.flickr.com/35/73480753_6ebab0b411.jpg
Positive,1.0,http://farm2.static.flickr.com/1052/1288713437_d927e111c7.jpg
Positive,0.6636,http://farm1.static.flickr.com/203/501786158_6b51400366.jpg
Positive,0.6511,http://farm1.static.flickr.com/32/53551157_118dff970f.jpg
Positive,1.0,http://farm1.static.flickr.com/124/322825064_a73995f6bb.jpg
Neutral,1.0,http://farm3.static.flickr.com/2410/2344680173_eb03fbb1c4.jpg
Positive,0.6674,http://farm2.static.flickr.com/1346/583287186_95ec710d89.jpg
Positive,1.0,http://farm1.static.flickr.com/119/291878573_f8174181af.jpg
Positive,1.0,http://farm3.static.flickr.com/2076/1556083548_e097152e35.jpg
Positive,1.0,http://farm1.static.flickr.com/57/219951527_f267f1da52.jpg
Negative,0.3426,http://farm3.static.flickr.com/2137/1714573629_efc57b60a7.jpg
Positive,1.0,http://farm1.static.flickr.com/158/335407281_3d33cd14e0.jpg
Negative,0.3407,http://farm4.static.flickr.com/3148/2403663043_fabfd1b834.jpg
Positive,0.6711,http://farm2.static.flickr.com/1044/547324039_7494080d58.jpg
Negative,0.3349,http://farm3.static.flickr.com/2147/2220580352_0419df6f4c.jpg
Positive,1.0,http://farm3.static.flickr.com/2161/1807162969_a6ae812381.jpg
Positive,1.0,http://farm3.static.flickr.com/2327/2194862444_dd9c6961b5.jpg
Positive,1.0,http://farm4.static.flickr.com/3147/2739470342_09ab53f6c2.jpg
Negative,0.665,http://farm3.static.flickr.com/2261/2186639291_ed9e18cea5.jpg
Neutral,0.6669,http://farm3.static.flickr.com/2101/2065145864_3889e52286.jpg
Positive,0.6672,http://farm4.static.flickr.com/3130/2635442676_4b46aa8afa.jpg
Positive,0.6629,http://farm4.static.flickr.com/3077/2554729081_9705a50efa.jpg
Positive,0.6678,http://farm1.static.flickr.com/87/223537813_e63fd3339b.jpg
Negative,0.3435,http://farm1.static.flickr.com/59/178126137_4545447a91.jpg
Positive,1.0,http://farm1.static.flickr.com/49/146217203_9ef4322dbc.jpg
Positive,1.0,http://farm3.static.flickr.com/2136/2445529710_be1c87aa93.jpg
Neutral,0.6754,http://farm3.static.flickr.com/2170/2180184111_cae743b9c1.jpg
Neutral,0.6631,http://farm1.static.flickr.com/84/258578349_b0e349fe09.jpg
Neutral,0.6552,http://farm1.static.flickr.com/38/116829717_78e30b694c.jpg
Neutral,0.6658,http://farm1.static.flickr.com/142/348489451_32e51aac0a.jpg
Positive,1.0,http://farm1.static.flickr.com/68/183781235_eb59ca4e39.jpg
Negative,0.3355,http://farm1.static.flickr.com/68/159358087_cf6cfa8432.jpg
Positive,1.0,http://farm3.static.flickr.com/2004/2523783705_d200a90bbb.jpg
Negative,0.3371,http://farm4.static.flickr.com/3076/2314552671_49f5f3f053.jpg
Positive,0.6668,http://farm3.static.flickr.com/2195/2228450006_37f4dc2b98.jpg
Neutral,0.6626,http://farm1.static.flickr.com/108/315827278_1c1a4b48ab.jpg
Positive,0.6682,http://farm1.static.flickr.com/98/242465814_38dbe77b13.jpg
Positive,1.0,http://farm3.static.flickr.com/2022/2192154573_8b773a788b.jpg
